일자,언론사,기고자,제목,통합 분류1,인물,위치,기관,키워드,keywords,본문,URL,분석제외 여부
20221122,충청일보,박보성 기자,충남교육청 '6회 충남청소년문학상 시상식 출판기념회' 성황리 개최,문화>전시_공연,"탁영은,김지철,신경희","우주,성황리","충남외국어고등학교,충남청소,충남청,교원,기념회,충남교육,충남교육청,교육감,교육청,공동체비전고등학교","충남,교육청,충남청소년,문학상,시상식,출판기념회,성황리,개최,41명,문학상,입상자,보호자,교원,교육,가족,문학,앙상블,낭독극,공연,낭송,문화공연,충남교육청,다목적실,교육청,6회,충남청소년,문학상,시상식,입상작품집,출판기념회,시상식,시상식,41명,문학상,입상자,보호자,학교장,지도교사,지도작가,250여,참석,시상식,송출,충남,교육,안팎,관심,시상식,공모전,대상,입상자,탁영은,충남외고2,학생,41명,교육감상,수상,출판기념회,무대,객석,구분,한데,입상작품,감상,입상자들,문학,이야기,공동체비전고등학교,솔트,앙상블,충남외국어고등학교,낭독극,아이&,대상,수상,작품,각색,이인중학교전교생,낭송,박수,이외,입상자,41명,프로필,사진전,글벗,성장,성장교실,추억,영상전,시화전,1회,6회,작품집,전시회,충남청소년문학상&,행사장,안팎,전교,2명,입상,이인중학교,이날,전교,특별참석,축하,낭송,감동,선사,충남청소년문학상,입상,선배들,축하,영상,감동,신경희,교육,과장,3년,기회,문화,예술,활동,청소년들,공연,전시회,마당,문학,작품,이야기,수상자들,주도적,행사,기획,운영,참여,김지철,교육감,인문학,중요성,가치,지능,정보,시대,문예창작,관심,재능,청소년,우주,문학상,발판,학생들,미래,작가,성장,격려","시상식,입상자,문학상,충남청소년문학상,교육청,6회,기념회,낭독극,250여,출판기념회,전시회,작품집,충남교육청,충남,충남청소년,보호자,신경희,탁영은,공모전,인문학,중요성,교육감,김지철","문학상 입상자 41명을 비롯한 보호자, 교원 등 교육가족 250여 명, 문학으로 함께 어우러지는 시간 가져앙상블, 낭독극 공연, 시 낭송 등 다양한 문화공연도 함께 펼쳐져 충남교육청은 22일 교육청 다목적실에서 '6회 충남청소년문학상 시상식ㆍ입상작품집 출판기념회(이하 시상식)'를 열었다고 밝혔다. 

이번 시상식에는 문학상 입상자 41명을..",https://www.ccdailynews.com/news/articleView.html?idxno=2168990,
20221115,충청일보,박보성 기자,"""육사 충남 이전은 새로운 국방비전에 부합""",지역>충남,"홍문표,김태흠,김종민,윤기형,조길연","충청남도,충남,부여,논산1ㆍ국민의힘","논산,육군사관학교,충남,국방대,국방비,국회정책토론회,국회도서관,충남도의회,대강당,육사,국방기관이전특위,육군,육군훈련소,대전일보,특별위원회","육사,충남,국방비전,부합,의장,충남,도의회,조길연,윤기형,국방,기관,특위,위원장,국회,정책,토론회,참석,국방,기관,충남,최적지,국가균형발전,기여,충남도의회,육군사관학교,충남,당위성,방안,효과,추진,의견,공유,육사,유치,지역,역량,결집,다짐,의장,충남,도의회,조길연,부여2ㆍ국민의힘,국방,기관,특별위원회&,위원장,윤기형,의원,논산1ㆍ국민의힘,대강당,국회,도서관,육군사관학교,충남이,유치&,국회정책토론회,참석,토론회,육사,충남,공감대,확산,공유,전문가,의견,효과적,추진,방안,마련,대전일보,김종민,국회의원,주최,충청남도,홍문표,국회의원,주관,토론회,의장,위원장,김태흠,충남도,지사,국회의원,공무원,전문가,500여,참석,육사,충남,필요성,공감대,윤기형,의원,육사,캠퍼스,면적,주변,급속,도시화,추가,부지,확보,곤란,상태,양성,실무,전투,인력,국방,기관,국방,지속,교류,협력,요구,연계성,기관,연계,취약,양성,미비,미래,육군,양성,훈련,정보,훈련,부재,지적,충남,논산,육군훈련소,국방대,항공학교,국방교육기관,국방,기관,국방,집중,육사,문제점,보완,최적,장소,육사,대통령,공약사항,충남,남부,소멸,위기,극복,동반성장,견인,국가,균형,발전,기여,강조,조길연,의장,육사,국가,균형,발전,국방비전,부합,시대적,당위성,필요성,토론회,분들,공감,육사,충남,유치,지역,역량,결집,도민,의지,최선","충남,위원장,토론회,국회의원,조길연,충남도의회,전문가,윤기형,육군사관학교,충남도,국민의힘,논산,국방비전,공감대,필요성,국회정책토론회,김태흠,대강당,당위성,동반성장,도시화,항공학교","충남도의회 조길연 의장 윤기형 국방기관이전특위 위원장 국회정책토론회 참석""국방 관련기관 연계성 강한 충남이 최적지 국가균형발전에도 기여"" 충남도의회가 '육군사관학교 충남 이전'의 당위성과 효과적 추진 방안에 대한 의견을 공유하고, 육사 유치를 위한 지역역량 결집을 다짐했다. 

충남도의회 조길연 의장(부여2ㆍ국민의힘)과 '국방 관..",https://www.ccdailynews.com/news/articleView.html?idxno=2167343,
20221115,충청일보,박보성 기자,"예산군장애인종합복지관, 8회 충남장애인정보화경진대회 수상",지역>충남,"유재광,상,임웅빈,김은주,이정문","충남장애인정보화경진대회,충남,예산군장애인종합복지관,충남장애인복지정보화협회,한국장애인정보화협회","충남장애인정보화경진대회,예산군장애인종합복지관,복지사","예산군장애인종합복지관,충남,장애인,정보,경진대회,수상,문서,작성,임웅빈,유재광,동상,엑셀,김은주,특별상,예산군장애인종합복지관,김은주,복지사,지도자,충남,예산군,장애인,종합,복지관,사단,법인,충남,장애인,복지,정보,협회,개최,8회,충남장애인정보화,경진대회&,지도자,2개,5명,참가,3명,수상,15일,충남장애인정보화,경진대회,소외,장애인,취약계층,정보,격차,해소,조성,국민,공감대,코로나19,방식,진행,대회,대면,추진,예산군장애인종합복지관,문서작성,고령부,일반부,4명,엑셀,일반부,1명,참가,문서,고령부,임웅빈,동상,임웅빈,이정문,국회의원상,문서작성,일반부,유재광,동상,유재광,대회장상,엑셀,일반부,김은주,특별상,김은주,대회장상,정미영,사회,복지사,지도자상,이정문,국회의원상,수상,최고령자,대회,참가,특별상,수상,김은주,참가,의의,나들,마음,감사,소감,대회,수상자,문서작성,일반부,유재광씨,한국장애인정보화,협회,주관,결선,2022년,전국장애인정보화,경진대회&,참가,최종,결과","장애인,김은주,일반부,임웅빈,충남,유재광,문서작성,지도자,예산군장애인종합복지관,지도자상,특별상,공감대,복지사,1명,정미영,복지관,8회,충남장애인정보화,대회장,국회의원,이정문,예산군,대회장상,고령부,전국장애인정보화,나들,코로나19,취약계층,한국,경진대회,국회의원상,2개,한국장애인정보화","문서작성 임웅빈 유재광 씨 동상, 엑셀 김은주 씨 특별상, 김은주 복지사 지도자상 충남 예산군장애인종합복지관은 사단법인 충남장애인복지정보화협회에서 개최한 '8회 충남장애인정보화경진대회'에서 지도자상 1명 및 2개 부문에 5명이 참가해 총 3명이 수상했다고 15일 밝혔다. 

충남장애인정보화경진대회는 소외된 장애인 및 취약계층의 정보격차 해..",https://www.ccdailynews.com/news/articleView.html?idxno=2167279,
20221113,대전일보,정관희 기자,제8회 충남장애인경진대회 5개 부문 금상,사회>장애인,"김시원,유명균,오혜선","서산시장애인복지관,충남,충남장애인경진대회,서산시장","복지관,엑셀 유태광","5개,금상,충남,장애인,경진,대회,서산시장애인복지관,서산,서산시장애인복지관,관장,이상복,경진대회,충남,장애인,정보,경진,대회,5개,금상,수상,복지관,15명,고령부,3명,일반부,청소년부,7개,응시,유명균,고령부,문서,작성,오혜선,일반부,파워,포인트,유태광,일반부,엑셀,정송이,일반부,정보,검색,김시원,청소년부,파워,포인트,김시원,금상,고령부,금상,수상,유명균,복지관,정보화,교육,활력,장애,지도교사,감사","일반부,청소년부,고령부,복지관,장애인,유명균,김시원,5개,서산시장애인복지관,경진대회,충남,지도교사,이상복,서산시,7개,서산,정송이,유태광,정보화,오혜선,3명,정보,금상,대회,경진,포인트,파워,수상,교사,지도,장애,활력,교육,관장","[서산]서산시장애인복지관(관장 이상복)은 제8회 충남장애인정보화 경진대회에서 5개 부문 금상을 수상했다고 밝혔다. 
 
복지관에 따르면 15명(고령부 3명, 일반부 10명, 청소년부 2명)이 7개 부문에 응시하여 고령부 문서작성 유명균, 일반부 파워포인트 오혜선, 일반부 엑셀 유태광, 일반부 정보검색 정송이, 청소년부 파워포인트 김시원 씨가 각각 금상을..",http://www.daejonilbo.com/news/articleView.html?idxno=2032919,
20221111,중도일보,임붕순 기자,"서산시장애인복지관, 충남장애인경진대회서 금상 5개 수상",사회>장애인,"전현숙,유명균,이상복","서산시장애인복지관,충청남도,천안,충남,충남장애인경진대회,이태원","유태광,서산시장애인복지관,적십자봉사관,청소년부,충남장애인정보화협회","서산시장애인복지관,충남장애인경진대회,수상,금상,7개,응시,5개,금상,석권,눈길,쾌거,달성,장애인들,약속,적극,지원,서산시장애인복지관,충남,장애인,경진,대회,수상,금상,서산시장애인복지관,충남,장애인,경진,대회,수상,금상,서산시장애인복지관,관장,이상복,충남장애인정보화,충남,장애인,정보,협회,주최,경진대회,충남,장애인,정보,경진,대회,7개,5개,금상,수상,쾌거,11월,서산시장애인복지관,경진대회,충청남도,장애인,참가,자신,역량,발휘,대회,서산시장애인복지관,15명,고령부,3명,일반부,청소년부,참가자,7개,응시,고령부,문서,작성,금상,유명균,일반부,파워,포인트,오혜선,일반부,엑셀,유태광,일반부,정보,검색,정송,김시원,청소년부,파워,포인트,금상,차지,적십자봉사관,천안,적십자,봉사관,시상식,진행,예정,이태원사태,서산시장애인복지관,서산시,장애인,복지관,시상식,진행,대회,고령부,금상,수상,유명균씨,대회,준비,건강,악화,대회,상황,마지막,침착,지도,전현숙,선생,감사,복지관,정보화,교육,활력,장애,복지관,감사,관장,서산시,장애인,복지관,이상복,서산시장애인복지관,장애인,정보화,격차,해소,장애인들,최선","일반부,장애인,복지관,서산시장애인복지관,고령부,청소년부,7개,5개,충남장애인정보화,경진대회,유명균,충남,이상복,천안,전현숙,장애인들,시상식,충남장애인경진대회,정보화,서산시,이태원사태,이태원","서산시장애인복지관은 제8회 충남장애인경진대회서 금상 5개 수상했다.서산시장애인복지관은 제8회 충남장애인경진대회서 금상 5개 수상했다.
서산시장애인복지관(관장 이상복)은 10월 28일 충남장애인정보화협회가 주최한 제8회 충남장애인정보화 경진대회에서 7개 부문 중 5개 부문에서 금상을 수상하는 쾌거를 올렸다.
11월10일 서산시장애인복지관에 따르면, 이번에..",http://www.joongdo.co.kr/web/view.php?key=20221111010003614,
20221109,충청투데이,충청투데이,"태안군장애인복지관, 충남정보화경진대회 빛나는 활약",사회>장애인,"강영미,조남춘,이종만","태안군장애인복지관,충남장애인정보화경진대회,천안,충남장애인복지정보화협회,교육장,태안군,충남정보화경진대회","태안군장애인복지관,충남장애인복지정보화협회","태안군장애인복지관,충남정보화,경진대회,활약,태안군장애인복지관,관장,이종만,지난달,천안,충남,장애인,복지,정보,협회,정보,교육장,충남,장애인,정보,경진대회,고령층,파워,포인트,참가,조남춘님,1등,차지,금상,수상,한글,문서,작성,참가,이정희님,2등,차지,은상,고령층,파워,포인트,참가,박성옥님,3등,차지,동상,수상,일반부,엑셀,지재현님,2등,은상,허건욱님,3등,동상,선정,영예,충남장애인복지정보화,협회,주관,이날,대회,시대,지식,정보,소외,정보격자해소,발굴,장애인,우수,인재,향상,직업,능력,개최,대회,종목,스마트폰,정보,검색,파워포인트,문서,작성,엑셀,파워,포인트,일반부,청소년부,고령층부,진행,신설,고령,파워,포인트,태안군장애인복지관,1등,3등,차지,태안군,장애인,복지관,정보,강사,강영미씨,정보,사각지대,장애인들,정보,교육,자립,취업,최선,태안군장애인복지관,정보화,정보,소외,계층,집합,정보,교육기관,등록,태안군,장애인,장애인,직계,가족,대상,정보화,교육,각종대회,우수,성적","장애인,정보화,충남,태안군장애인복지관,복지관,일반부,3등,고령층,2등,충남장애인복지정보화,천안,1등,스마트폰,파워포인트,교육장,태안군,층부,정보격자,정보격자해소,강영미씨,고령층부,이정희,이정희님,지재현,박성옥님,이종만","태안군장애인복지관(관장 이종만)은 지난달 28일 천안 충남장애인복지정보화협회 정보화 교육장에서 치러진 제8회 충남장애인정보화경진대회에서 고령층부문 파워포인트과정에 참가한 조남춘님이 1등을 차지해 금상을 수상했다. 

또 한글 문서작성부문에 참가한 이정희님이 2등을 차지해 은상을, 고령층부문 파워포인트과정에 참가한 박성옥님이 3등을차지해 동상을 수상했다...",https://www.cctoday.co.kr/news/articleView.html?idxno=2170153,
20221108,충청일보,박재춘 기자,"제5차 예비문화도시 홍성, 문화 귀촌 일주일 살아보기 성료",지역>충남,"황선돈,홍성","홍성군,호평,문화귀촌,홍성","홍성군,정보화마을,업단,홍성","홍성,예비,문화,도시,일주일,문화,귀촌,성료,호평,참여,도시민,문화,도시,홍성,연결,충남,홍성군,정보화,문당,환경,농업,정보,마을,문화귀촌,일주일,로컬,DNA,프로그램&,수료식,홍성군,문화,특화,사업단,일주일,홍성,문화귀촌,사업,로컬,DNA,예비,귀촌인,홍성,자신,정체성,체험,홍성,문화,귀촌,지역,프로그램,참가자들,네트워크,파티,사업장,체험,귀촌,창업,정보,수집,귀촌배경,귀촌,선배,교류,특별,홍성,문화,체험,경험,문화투어,홍성,문화,매력,홍성,DNA,귀촌,의지,참가자,A씨,시작,영감,회복,홍성,생각,문화관광과장,홍성군,황선돈,문화,관광,과장,예비,귀촌인,홍성,경험,지역,특색,이해,프로그램,마련,프로그램,홍성군,문화,기회,정착,계기","홍성,귀촌,홍성군,일주일,참가자,문화귀촌,정보화,도시민,황선돈,정체성,문당,네트워크, 사업장,참가자들,귀촌배경,충남,성료,사업단,문화관광과장,dna,수료식,문화투어,귀촌인","참여 도시민 호평, 문화도시 홍성과의 연결을 찾아? 충남 홍성군은 지난 4일 문당환경농업 정보화마을에서 문화귀촌 일주일 살아보기 '로컬에서 나다움 DNA 찾기 프로그램'수료식을 가졌다고 밝혔다. 

홍성군 문화특화사업단의 홍성 문화귀촌 일주일 살아보기 사업인'로컬에서 나다움 DNA 찾기'는 예비 귀촌인들과 함께 홍성에서 4박..",https://www.ccdailynews.com/news/articleView.html?idxno=2165803,
20221107,충청일보,송윤종 기자,"서산시, 정보화마을 페스타에서 운영평가 '우수상' 수상",지역>충북,,"화성시,서산시,충남,농수산,회포정보화마을,회포,농축산,동탄,경기도,여울공원","정보화마을 페스타,명품마을,행정안전부,최근명 회포정보화마을,정보화마을,금박골정보화마을,서산시,(사)정보화마을중앙협회,회포정보화마을,한국지역정보개발원","서산시,정보화,마을,페스타,운영,평가,우수,수상,회포정보화,마을,전국,정보,마을,운영,평가,우수,회포정보화,충남,서산시,회포,정보,마을,평가,정보,마을,운영,우수상,수상,7일,회포정보화,마을,금박골정보화,마을,4일,6일,경기도,화성시,동탄,여울공원,2022년,정보화,마을,페스타&,참가,정보화,마을,페스타,정보화,마을중앙협회,주관,행정안전부,한국지역정보개발원,시도,후원,행사,전국,정보,마을,참여,전국,단위,농수축산물,직거래장터,참가,정보화,마을,행사,관람객,대상,호박고구마,간척지,생강,서산시,우수,농축산물,홍보,판매,서산시,회포,정보,마을,농수산물,판매,실적,공동체,활성,우수,평가,정보,마을,운영평가,전국,선정,페스타,우수상,수상,최근명,회포,정보,마을,위원장,도시,소비자,소통,참여,화합,우수상,수상,내년,금박골정보화,마을,명품마을,도전,포부,금박골정보화,마을,명품,마을,선정,정보,마을,운영평가,상위,퍼센트,선도마을,선정,연속,상위,평가,실적,유지","정보화,서산시,회포정보화,우수상,금박골정보화,운영평가,경기도,공동체,여울공원,간척지,농수산물,명품마을,충남,행정안전부,한국지역정보개발원,화성시,호박고구마,동탄,소비자,선도마을,농수축산물,퍼센트,관람객,직거래장터,농축산물,위원장,금박골,마을중앙협회","회포정보화마을 전국 5위, 2021년 정보화마을 운영평가 우수상'수상' 

충남 서산시 회포정보화마을이 2021년 정보화 마을 운영 평가에서 우수상을 수상했다. 

7일 시에 따르면 회포정보화마을과 금박골정보화마을은 4일부터 6일까지 경기도 화성시 동탄 여울공원에서 열린 '2022년 정보화마을 페스타'에 참가했다. 

정보화마을 페스타는 ..",https://www.ccdailynews.com/news/articleView.html?idxno=2165364,
20221107,대전일보,정관희 기자,서산 회포정보화마을 우수상 수상,지역>충북,"김동섭,최근명","화성시,서산시,충남,농수산,회포정보화마을,회포,농축산,동탄,경기도,여울공원","정보화마을 페스타,명품마을,행정안전부,최근명 회포정보화마을,정보화마을,서산시,금박골정보화마을,(사)정보화마을중앙협회,회포정보화마을,서산,한국지역정보개발원","서산,회포,정보,마을,우수,수상,정보화,마을,운영,평가,서산시,회포,정보,마을,평가,정보,마을,운영,우수상,수상,사진,서산시,제공,서산,충남,서산시,회포정보화,마을,평가,정보,마을,운영,우수상,수상,7일,회포정보화,마을,위원장,최근명,금박골정보화,마을,위원장,김동섭,3일,경기도,화성시,동탄,여울공원,정보,마을,페스타,참가,정보화,마을,페스타,정보화,마을중앙협회,주관,행정안전부,한국지역정보개발원,시도,후원,행사,전국,정보,마을,참여,전국,단위,농수축산물,직거래장터,참가,정보화,마을,행사,관람객,대상,호박고구마,간척지,생강,서산시,우수,농축산물,홍보,판매,회포,정보,마을,농수산물,판매,실적,공동체,활성,우수,평가,정보,마을,운영평가,전국,선정,페스타,우수상,수상,금박골정보화,마을,명품마을,선정,정보,마을,운영평가,상위,퍼센트,선도마을,선정,연속,상위,평가,실적,유지,최근명,회포,정보,마을,위원장,도시,소비자,소통,참여,화합,우수상,수상,내년,금박골정보화,마을,명품마을,도전,포부","정보화,서산시,우수상,회포정보화,위원장,금박골정보화,서산,경기도,간척지,여울공원,공동체,농수산물,행정안전부,한국지역정보개발원,화성시,호박고구마,동탄,소비자,선도마을,농수축산물,퍼센트,관람객,김동섭,직거래장터,농축산물,명품마을,충남","서산시 회포정보화마을이 2021년 정보화 마을 운영 평가에서 우수상을 수상했다. 사진=서산시 제공 [서산]충남 서산시는 회포정보화마을이 2021년 정보화 마을 운영 평가에서 우수상을 수상했다고 밝혔다. 
 
7일 시에 따르면 회포정보화마을(위원장 최근명)과 금박골정보화마을(위원장 김동섭)은 전날까지 3일간 경기도 화성시 동탄 여울공원에서 열린 '2022..",http://www.daejonilbo.com/news/articleView.html?idxno=2031932,
20221106,중도일보,임붕순 기자,'2022 서산시지속가능발전정책워크숍' 성황리에 개최,지역>충남,"구창모,남기원,임태성,김기찬,권기태,이경화,이흥표,전량배","충남지속가능발전협의회,서산시지속가능발전정책워크숍,서산시,지구,서산시지역사회보장협의체,한국친환경농업협회,성황리,서산시지속가능발","4H연합회,지속가능발전협의회,성연초,서산시,서산시지속가능발전협의회,발전협의회,국회,서산,운영위원회,서산시청,신기원,한화토탈에너지스(주),서산시의회,환화토탈에너지스(주)ESG,서산지역,민관산학의회,유엔환경개발회의,서산시지속,기획예산담당관,UNCED,한홍덕","서산시,지속,가능,발전,정책,워크숍,성황리,개최,지속가능발전기본법,서산지역,확산,이행,방안,주제,지속가능발전,유기적,협력,다짐,서산시,지속,가능,발전,정책,워크숍,개최,모습,서산시지속가능발전정책워크숍,개최,모습,서산시지속가능발전정책워크숍,개최,모습,서산시지속가능발전정책워크숍,개최,모습,서산지속가능발전협의회,대표,회장,김기찬,서산시청,위원,시민,100여,참석,지속,서산지역,확산,이행,방안,주제,워크숍,개최,워크숍,지속가능발전기본법,강연,주제발표,토론회,개최,권기태,사회,혁신,연구소장,지속,가능,발전,기본,법령,이해,서산과제,주제,법령,절차,의의,추진,지역,주목,조항,설명,전략,지표개발,강화,시민,주도,협력,강조,운영위원장,충남,지속,가능,발전,협의회,운영,위원장,지속,가능,발전,확산,지역사회,역할,발제,서산시,시민단체,기업,교육계,유기적,협조네트워크,구축,지속가능발전성,입각,향상,사회,해결,능력,조성,사회,가치,존중,문화,필요성,제시,지정토론회,기획예산담당관,구창모,서산시,기획,예산,담당관,기본전략,서산시,지속,가능,발전,기본,전략,방향,추진,계획,수립,총무위원장,이경화,서산시의회,총무,위원장,지역,지속,가능,발전,확산,협력방안,이흥표,한화토탈에너지스,환경팀장,환화토탈에너지스,ESG,경영,사례,위원장,임태성,서산시,지역,사회,보장,협의체,서산시,지속,가능,발전,정책,지역사회보장체계,중심,남기원,서산시,연합회,회장,지속가능,서산,청년제언,교장,한홍덕,성연초,전략,이행,확산,교육,분야,역할,시대,전량배,한국친환경농업협회,부회장,지속,가능,발전,기본법,지역,이행확산방안,현장,토론,질의,응답,지속가능발전기본법,국회,제출,4일부,시행,개정,법명,폐지,지속,가능,발전,기본법,법률,제정,시행,서산시지속가능발전협의회,창립,경제성장,사회통합,환경보전,조화,균형,지속가능발전,시민,향상,노력,민관산학의회,지혜,고민,논의,지역,실정,행동,계획,수립,추진,참여,거버넌스,조직,기후변화분과,사회문화분과,자연생태분과,지역계획분과,분과,분과대표들,참여,운영위원회,구성,운영,지속,가능,발전,협의회,단체,개최,유엔환경개발회의,UNCED,의제21,제28장,지구,환경보전,리우선언,실천계획,의제,채택,각국,환경보전,조화,사항,지역,실정,사업,추진,설치,권고","서산시,서산,지속가능발전기본법,기본법,위원장,지속가능발전,협의회,환경보전,의제21,임태성,토론회,한홍덕,서산시청,운영위원장,서산시의회,전량배,이경화,권기태,남기원,구창모,부회장","'2022 서산시지속가능발전정책워크숍' 개최 모습'2022 서산시지속가능발전정책워크숍' 개최 모습'2022 서산시지속가능발전정책워크숍' 개최 모습'2022 서산시지속가능발전정책워크숍' 개최 모습
서산지속가능발전협의회(대표 회장 김기찬)는 11월 2일 서산시청 대회의실에서 위원 및 시민 등 100여 명이 참석한 가운데 '지속가능발전기본법과 서산지역의 확산..",http://www.joongdo.co.kr/web/view.php?key=20221106010001494,
20221103,충청일보,박보성 기자,"충남교육청, 2022 전국 장애학생 e-페스티벌 결선 대회서 성적 '우수'",사회>교육_시험,"이수빈,이경준,장려,정보경,김지철","천안새샘중학교,천안공업고등학교팀,나사렛새꿈학교,경기,충남,포트리스M","키넥트,충남교육청,교육감","충남교육청,전국,장애,학생,페스티벌,결선,대회,우수,지난달,18일,대회,종목,우수,성적,장려,충남교육청,e-페스티벌,전국,장애,학생,페스티벌,도내,학생,참가,우수,성적,3일,대회,미래사회,대비,장애학생들,정보,능력,향상,행사,코로나19,학생들,마음,개최,소프트웨어,코딩,6종목,정보,경진,분야,키넥트,육상,스포츠,경기,종목,이외,장애학생,e페스티벌,추억,e야기하,주제,라디오,형식,퀴즈,토크쇼,댓글,참여,축하공연,충남,학생,20여,학생,대회,참가,정보경진대회,소프트웨어,코딩,계룡고,이경준,최우수,파워포인트,나사렛새꿈학교,정고은,장려,로봇코딩,천안인애학교,선민,장려,프레젠테이션,성광온누리학교,이수빈,장려,장려,쾌거,e-스포츠,펜타스톰,천안공업고등학교팀,최우수,키넥트,육상,성광온누리학교,송인혁,우수,포트리스M,천안새샘중학교팀,우수,우수,우수,성적,김지철,교육감,코로나19,교육,환경,대면,비대면,병행,대회,우수,성적,학생들,축하,충남교육청,대회,성과,바탕,장애학생,향상,정보,능력,건강,사회,일원,지원","최우수,장애학생,6종목,충남,충남교육청,코로나19,성광온누리학교,학생들,키넥트,토크쇼,e야기하,천안새샘중학교팀,나사렛새꿈학교,비대면,축하공연,교육감,계룡고,천안인애학교,장애학생들,펜타스톰,파워포인트,정고은,e페스티벌,천안새샘중학교","지난달 17일~18일 열린 대회서 7개 종목 최우수 2명, 우수 2명, 장려 3명 성적 거둬 충남교육청은 지난달 17~18일에 열린 '2022 전국 장애학생 e-페스티벌'에 도내 20여 명의 학생이 참가하여 우수한 성적을 거뒀다고 3일 밝혔다. 

이번 대회는 미래사회를 대비해 장애학생들이 정보화 능력을 향상하고, 다양한 행사를 통해 코로..",https://www.ccdailynews.com/news/articleView.html?idxno=2164901,
20221103,충청일보,송윤종 기자,태안군농업기술센터 '강소농 경영지원 사업' 최우수기관 선정,지역>충남,,"태안군농업기술센터,강소농대전,코엑스,충남,태안군,강소농대전 시상식,서울시","태안군농업기술센터,농업기술센터,농진청,농촌진흥청","태안군농업기술센터,강소농,경영지원,사업,우수,기관,선정,2일,농진청,주관,강소농,대전,시상식,강화,우수,수상강,소농,농업,경영체,자립,역량,농가,소득,향상,기여,공로,충남,태안군농업기술센터,농촌,진흥,주관,2022년,시상식&,강소농,대전,시상식,기관,수상,3일,농업기술센터,코엑스,서울시,시상식,강소농,농업,경영체,자립,역량,강화,농가,소득,향상,기여,공로,강소농,경영지원,사업,최우수상,사업,우수,농촌진흥청,9월,전국,농업기술센터,대상,강소농,육성,우수,기관,선정,평가,태안군,9곳,농업기술센터,최우수기관,선정,사업,강소농,육성,경영규모,역량개발,차별화,경쟁력,강화,자율적,경영혁신,지속적,실천,중소,규모,가족농,중심,농업경영체,육성,사업,농업,실천교육,강소농,경영,개선,실천,교육,농업,소득향상,교육,현장,중심,컨설팅,운영,육성,우수,강소농,2011년,351명,육성,성과,교육과정,단계,확립,기초,심화,후속,역량,추수,정보화,체계적,운영,방식,농업인,실질적,소득,창출,기여,농업인들,만족도,온라인,유통,채널,활용,교육,농산물,마케팅,디자인,강소농,브랜드,농가,홍보,인쇄물,제작,추진,상품홍보,판매,확대,평가,태안군농업기술센터,관계자,지역,농가,역량,강화,자립,사업,수상,의미,우수,강소농,적극,육성,농업인,소득,증대,도움,프로그램,운영,노력","강소농,시상식,농업인,태안군농업기술센터,농업경영체,농업기술센터,최우수상,농촌진흥청,온라인,최우수기관,농산물,서울시","2일, 농진청 주관 '2022 8회 강소농대전 시상식'서 최우수상 수상강소농 농업경영체 자립역량 강화 및 농가소득 향상에 기여한 공로 

충남 태안군농업기술센터가 농촌진흥청 주관 '2022년 8회 강소농대전 시상식'에서 최우수 기관상을 수상했다. 

3일 군에 따르면, 농업기술센터는 지난 2일 서울시 코엑스에서 열린 시상식에서 강소농 농업..",https://www.ccdailynews.com/news/articleView.html?idxno=2164785,
20221102,충청일보,김병한 기자,천안시 디지털 문화를 선도하는 공유의 장 마련,지역>충남,"이석희,박상돈,황철,정도희","천안,천안시,버들광장,공유","천안시의회,천안시,정보통신,메타,남서울대학교","문화,천안시,디지털,선도,공유,마련,개최,천안시,디지털,문화,행사,천안시,엔데믹,코로나,시대,정보,통신,공유,충남,정보사회,시대,지능,정보,사회,디지털,시민,요구,역량,건강,시민의식,정보기술,문화,창출,천안시,디지털,문화,행사,개최,행사,코로나19,극복,일상,회복,천안,도약,핵심,원동력,디지털,분야,관심,이해&,출발,시청,본행사,IT전시회,로비,전시회,체험행사,실외,버들,광장,체험,행사,구성,MZ,세대,소통,창구,주목,메타버스&,동시,진행,본행사,박상돈,천안,시장,의장,정도희,천안시의회,분야,학교,기업,관계자,참석,지역,정보,발전,유공,기관,표창,28점,개인,표창,수여,우수,사례,공유,우수사례,교수,남서울대학교,이석희,신기술,활용,지역기관,협업운영&,대표,주방,황철,주방,기구,판매,소비,설계,특화,플랫폼,공유,정보통신,확장성,실감,IT전시회,지역대학,기업,정보통신,IT협회,자율,주행,AI로봇,VR,AR,3D스캐닝,메타버스,드론,작품,시민들,혁신,체험,운영,박상돈,시장,코로나19,비대면,디지털,문화,표준,변화,속도,시점,문화,창출,공유,마련,지역,특색,정보통신,활용,시대,엔데믹,코로나,지능,정보,사회,주도","천안시,박상돈,비대면,엔데믹,메타버스,본행사,천안,전시회,우수사례,코로나19,정보통신,천안시의회,이석희,정도희,남서울대학교,충남,코로나,드론","-2회 천안시 디지털 문화행사 개최, 엔데믹 코로나 시대 정보통신기술 공유? 충남 천안시는 2일 5G 시대 지능 정보사회를 살아가는 디지털 시민에게 요구되는 역량과 건강한 시민의식을 키우고 정보기술(IT) 기반 새로운 문화를 창출하는 2회 천안시 디지털 문화행사를 개최했다. 

이번 행사는 코로나19 극복으로 일상을 회복하고 새로운 천안으로 도약하기 위..",https://www.ccdailynews.com/news/articleView.html?idxno=2164614,
